,LotArea,Street,LotShape,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Foundation,CentralAir,Electrical,Functional,Fireplaces,YrSold,SaleType,SaleCondition,SalePrice
850,4435,Pave,Reg,1Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,131500
851,3196,Pave,Reg,1Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,215000
852,7128,Pave,Reg,2.5Unf,1941,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2007,WD,Normal,164000
853,12095,Pave,IR1,SLvl,1964,1964,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,158000
854,17920,Pave,Reg,1Story,1955,1974,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Abnorml,170000
855,6897,Pave,IR1,1Story,1962,2010,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,127000
856,10970,Pave,IR1,SLvl,1978,1978,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,147000
857,8125,Pave,Reg,2Story,1994,1995,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,174000
858,10400,Pave,Reg,1Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Family,152000
859,11029,Pave,IR1,2Story,1968,1984,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,250000
860,7642,Pave,Reg,1.5Fin,1918,1998,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2007,WD,Normal,189950
861,11625,Pave,Reg,1Story,1965,1965,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,131500
862,9672,Pave,Reg,1Story,1984,1985,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,152000
863,7931,Pave,Reg,1Story,1959,1959,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,132500
864,8640,Pave,Reg,1Story,2007,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,New,Partial,250580
865,8750,Pave,IR1,1Story,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,148500
866,10656,Pave,IR1,1Story,2006,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,248900
867,6970,Pave,Reg,1Story,1961,1961,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,129000
868,14762,Pave,IR2,2Story,1948,1950,Gable,CompShg,Slab,Y,SBrkr,Typ,1,2006,WD,Normal,169000
869,9938,Pave,Reg,2Story,1993,1994,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,236000
870,6600,Pave,Reg,1Story,1962,1962,Hip,CompShg,CBlock,N,SBrkr,Typ,0,2009,WD,Normal,109500
871,8750,Pave,Reg,2Story,1998,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,200500
872,8892,Pave,Reg,1Story,1953,1996,Gable,CompShg,Stone,Y,SBrkr,Typ,0,2008,WD,Normal,116000
873,12144,Pave,Reg,1Story,1949,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,133000
874,5720,Pave,Reg,1.5Fin,1941,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Abnorml,66500
875,9000,Pave,Reg,2Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,303477
876,25286,Pave,Reg,1Story,1963,1963,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,132250
877,8834,Pave,Reg,2Story,2004,2005,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,350000
878,11782,Pave,IR1,SFoyer,1961,1995,Gable,CompShg,CBlock,Y,SBrkr,Min2,0,2010,WD,Normal,148000
879,7000,Pave,IR1,1Story,1978,2005,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,136500
880,7024,Pave,Reg,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,157000
881,13758,Pave,IR1,1.5Fin,1990,1991,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,187500
882,9636,Pave,IR1,2Story,1992,1993,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,178000
883,6204,Pave,Reg,2.5Fin,1912,1950,Gable,CompShg,PConc,N,SBrkr,Typ,0,2006,WD,Normal,118500
884,7150,Pave,Reg,1Story,1967,1967,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,100000
885,5119,Pave,IR1,1Story,1999,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,CWD,Abnorml,328900
886,8393,Pave,Reg,1Story,1959,2005,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Family,145000
887,16466,Pave,IR1,1.5Fin,1955,1955,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,135500
888,15865,Pave,IR1,1Story,1970,1970,Flat,Tar&Grv,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,268000
889,12160,Pave,Reg,1Story,1953,1953,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,149500
890,8064,Pave,Reg,1.5Fin,1949,2006,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,122900
891,11184,Pave,Reg,2Story,1978,1978,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,172500
892,8414,Pave,Reg,1Story,1963,2003,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,154500
893,13284,Pave,Reg,1Story,1954,1954,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,165000
894,7018,Pave,Reg,1Story,1979,1979,Gable,CompShg,Slab,Y,SBrkr,Typ,0,2009,WD,Alloca,118858
895,7056,Pave,Reg,2Story,1963,1963,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,140000
896,8765,Pave,Reg,1Story,1936,1950,Gable,CompShg,BrkTil,N,SBrkr,Typ,0,2006,WD,Abnorml,106500
897,7018,Pave,Reg,2Story,1979,1979,Gable,CompShg,Slab,Y,SBrkr,Typ,0,2009,WD,Alloca,142953
898,12919,Pave,IR1,1Story,2009,2010,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2010,New,Partial,611657
899,6993,Pave,Reg,1Story,1961,1994,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,135000
900,7340,Pave,IR1,1Story,1971,1971,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,110000
901,8712,Pave,IR1,1Story,1957,2000,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,153000
902,7875,Pave,Reg,2Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,180000
903,14859,Pave,IR1,1Story,2006,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,240000
904,6173,Pave,IR1,1Story,1967,1967,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,125500
905,9920,Pave,Reg,1Story,1954,1954,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,128000
906,13501,Pave,IR1,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,255000
907,11500,Pave,IR1,1.5Fin,1936,1987,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,250000
908,8885,Pave,IR1,1Story,1983,1983,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,131000
909,12589,Pave,IR2,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,174000
910,11600,Pave,Reg,2Story,1960,1960,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2010,WD,Normal,154300
911,9286,Pave,IR1,1Story,1977,1989,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,143500
912,6120,Pave,Reg,1Story,1925,1950,Gable,CompShg,BrkTil,N,SBrkr,Min1,0,2006,WD,Abnorml,88000
913,6270,Pave,Reg,2Story,1949,1950,Gable,CompShg,CBlock,N,FuseA,Typ,0,2007,WD,Normal,145000
914,3000,Pave,Reg,2Story,2009,2009,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,New,Partial,173733
915,2001,Pave,Reg,2Story,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,75000
916,9000,Pave,Reg,1Story,1949,1950,Gable,CompShg,CBlock,N,FuseA,Typ,0,2006,WD,Abnorml,35311
917,17140,Pave,Reg,1Story,1956,1956,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2009,WD,Normal,135000
918,13125,Pave,IR1,2Story,1991,1991,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,238000
919,11029,Pave,IR1,1Story,1958,2002,Hip,CompShg,CBlock,Y,SBrkr,Min1,1,2008,WD,Normal,176500
920,8462,Pave,IR1,2Story,1994,1994,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,201000
921,8777,Pave,Reg,1.5Fin,1900,2003,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,145900
922,10237,Pave,Reg,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,169990
923,8012,Pave,Reg,1Story,1993,1994,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,193000
924,10240,Pave,Reg,1Story,1980,1980,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,207500
925,15611,Pave,IR1,1Story,1977,1977,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Abnorml,175000
926,11999,Pave,Reg,2Story,2003,2004,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,285000
927,9900,Pave,Reg,2Story,1968,1968,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,176000
928,11838,Pave,Reg,1Story,2001,2001,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,236500
929,13006,Pave,IR1,2Story,1997,1997,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,222000
930,8925,Pave,IR1,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,201000
931,9100,Pave,Reg,1Story,1965,1965,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,117500
932,11670,Pave,IR1,1Story,2006,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,320000
933,8487,Pave,Reg,1Story,2004,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,190000
934,27650,Pave,IR2,1Story,1960,2007,Flat,Tar&Grv,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,242000
935,5825,Pave,IR1,1Story,1926,1953,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,79900
936,10083,Pave,Reg,1Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,184900
937,9675,Pave,Reg,2Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,253000
938,8760,Pave,Reg,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,239799
939,24090,Pave,Reg,2Story,1940,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2010,COD,Normal,244400
940,12640,Pave,IR1,1Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,150900
941,8755,Pave,IR1,2Story,1999,1999,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,214000
942,7711,Pave,IR1,1Story,1977,1977,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,Oth,Abnorml,150000
943,25000,Pave,Reg,1Story,1967,1967,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,143000
944,14375,Pave,IR1,SLvl,1958,1958,Gable,CompShg,CBlock,Y,FuseA,Typ,1,2009,COD,Abnorml,137500
945,8820,Pave,Reg,1.5Fin,1890,1996,Hip,CompShg,BrkTil,Y,SBrkr,Typ,0,2009,WD,Normal,124900
946,8163,Pave,Reg,SLvl,1959,1959,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2006,WD,Normal,143000
947,14536,Pave,Reg,1Story,2002,2003,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,270000
948,14006,Pave,IR1,2Story,2002,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,192500
949,9360,Pave,Reg,1Story,1972,2006,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,197500
950,7200,Pave,Reg,1Story,1950,2002,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,129000
951,7800,Pave,Reg,1Story,1965,1965,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Abnorml,119900
952,7200,Pave,Reg,SFoyer,1972,2003,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,133900
953,11075,Pave,IR1,2Story,1969,1969,Gable,CompShg,CBlock,Y,SBrkr,Min2,1,2008,WD,Normal,172000
954,9400,Pave,IR1,SFoyer,1975,1975,Flat,Tar&Grv,CBlock,Y,SBrkr,Typ,0,2006,WD,AdjLand,127500
955,7136,Pave,IR1,2Story,1946,1950,Gable,CompShg,CBlock,N,FuseF,Typ,0,2007,WD,Normal,145000
956,1300,Pave,Reg,2Story,1980,1980,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,124000
957,7420,Pave,Reg,1Story,1962,1962,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,132000
958,8450,Pave,Reg,1Story,2003,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,WD,Normal,185000
959,2572,Pave,Reg,2Story,1999,1999,Hip,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,155000
960,7207,Pave,IR1,1Story,1958,2008,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Normal,116500
961,12227,Pave,IR1,2Story,1977,1995,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,272000
962,2308,Pave,Reg,2Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,155000
963,11923,Pave,IR1,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,239000
964,11316,Pave,Reg,2Story,2002,2003,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2010,WD,Normal,214900
965,10237,Pave,Reg,2Story,2005,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,178900
966,9600,Pave,IR1,1.5Fin,1940,1950,Gable,CompShg,BrkTil,Y,SBrkr,Min2,2,2009,WD,Normal,160000
967,7390,Pave,IR1,1Story,1955,1955,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,135000
968,5925,Pave,Reg,1.5Fin,1910,1950,Gable,CompShg,BrkTil,N,SBrkr,Typ,0,2009,WD,Abnorml,37900
969,10382,Pave,Reg,SLvl,1958,1958,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2006,ConLD,Normal,140000
970,10800,Pave,Reg,1.5Fin,1949,1950,Gable,CompShg,CBlock,N,FuseA,Typ,0,2006,WD,Abnorml,135000
971,2268,Pave,Reg,2Story,2003,2004,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,173000
972,7892,Pave,Reg,1Story,1979,1979,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2010,WD,Normal,99500
973,11639,Pave,Reg,1Story,2007,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,New,Partial,182000
974,11414,Pave,IR1,2Story,1910,1993,Gable,CompShg,BrkTil,N,SBrkr,Typ,0,2009,WD,Normal,167500
975,2651,Pave,Reg,2Story,2000,2000,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,165000
976,5900,Pave,IR1,1Story,1923,1958,Gable,CompShg,PConc,Y,FuseA,Typ,0,2006,WD,Normal,85500
977,4274,Pave,IR1,1Story,2006,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,199900
978,9450,Pave,Reg,1Story,1954,1954,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Abnorml,110000
979,8816,Pave,Reg,1Story,1963,1963,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,139000
980,12122,Pave,IR1,SFoyer,1961,2007,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,178400
981,12203,Pave,IR1,2Story,1998,1999,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,336000
982,3182,Pave,Reg,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,159895
983,11250,Pave,Reg,2Story,2002,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,255900
984,10125,Pave,Reg,1.5Fin,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,COD,Normal,126000
985,10880,Pave,Reg,1Story,1950,1950,Gable,CompShg,CBlock,N,SBrkr,Typ,0,2008,ConLD,Normal,125000
986,5310,Pave,Reg,1.5Fin,1910,2003,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,117000
987,10159,Pave,IR1,1Story,2009,2010,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2010,New,Partial,395192
988,12046,Pave,IR1,2Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,195000
989,8125,Pave,Reg,2Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,197000
990,9452,Pave,Reg,2Story,1997,1998,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,348000
991,17671,Pave,Reg,2Story,1882,1986,Gable,CompShg,BrkTil,Y,SBrkr,Typ,1,2009,WD,Normal,168000
992,9760,Pave,Reg,2Story,1964,1993,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,187000
993,8846,Pave,Reg,2Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,173900
994,12456,Pave,Reg,1Story,2006,2007,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,337500
995,4712,Pave,IR1,1.5Fin,1946,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Abnorml,121600
996,10659,Pave,IR1,1Story,1961,1961,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2006,COD,Normal,136500
997,11717,Pave,IR1,1Story,1970,1970,Hip,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,185000
998,9786,Pave,Reg,1Story,1922,1950,Hip,CompShg,BrkTil,N,SBrkr,Typ,1,2006,WD,Normal,91000
999,6762,Pave,Reg,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,206000
1000,10206,Pave,Reg,1Story,1952,1952,Flat,Tar&Grv,Slab,N,FuseF,Min1,0,2009,WD,Normal,82000
1001,5400,Pave,Reg,1Story,1920,1950,Gable,CompShg,BrkTil,Y,FuseA,Typ,0,2007,WD,Abnorml,86000
1002,11957,Pave,IR1,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,232000
1003,11500,Pave,IR1,1Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,136905
1004,3182,Pave,Reg,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,181000
1005,8385,Pave,Reg,SLvl,1977,1977,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,149900
1006,12155,Pave,IR3,1Story,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,163500
1007,2217,Pave,Reg,2Story,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,88000
1008,12118,Pave,IR1,1Story,2004,2005,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,240000
1009,6000,Pave,Reg,1.5Fin,1926,1950,Gable,CompShg,BrkTil,Y,SBrkr,Typ,0,2006,WD,Normal,102000
1010,21286,Pave,Reg,1.5Fin,1948,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,WD,Normal,135000
1011,9825,Pave,Reg,1Story,1965,1965,Hip,CompShg,CBlock,N,SBrkr,Typ,0,2010,WD,Normal,100000
1012,10592,Pave,Reg,2Story,1923,1996,Hip,CompShg,PConc,Y,SBrkr,Typ,2,2007,WD,Normal,165000
1013,7200,Pave,Reg,1Story,1910,2006,Hip,CompShg,BrkTil,N,SBrkr,Maj2,0,2009,WD,Normal,85000
1014,11664,Pave,Reg,1Story,1948,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,119200
1015,8400,Pave,Reg,2Story,2001,2001,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2009,WD,Normal,227000
1016,11883,Pave,Reg,1Story,1996,1996,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,203000
1017,5814,Pave,IR1,1Story,1984,1984,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,COD,Abnorml,187500
1018,10784,Pave,IR1,SLvl,1991,1992,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,160000
1019,3013,Pave,Reg,1Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,213490
1020,7024,Pave,Reg,1Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,176000
1021,7406,Pave,Reg,1Story,2006,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,New,Partial,194000
1022,9439,Pave,Reg,1.5Fin,1930,1950,Gable,CompShg,CBlock,Y,FuseA,Typ,0,2007,WD,Normal,87000
1023,3182,Pave,Reg,1Story,2005,2006,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,191000
1024,15498,Pave,IR1,1Story,1976,1976,Hip,WdShake,CBlock,Y,SBrkr,Typ,1,2008,COD,Abnorml,287000
1025,7700,Pave,Reg,1Story,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2007,WD,Normal,112500
1026,9300,Pave,Reg,1Story,1960,1960,Gable,CompShg,CBlock,Y,SBrkr,Typ,2,2010,WD,Normal,167500
1027,9520,Pave,IR1,1Story,2007,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,New,Partial,293077
1028,9492,Pave,Reg,1.5Fin,1941,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,105000
1029,1680,Pave,Reg,2Story,1972,1972,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2006,WD,Normal,118000
1030,7082,Pave,Reg,2Story,1916,1995,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,160000
1031,15863,Pave,Reg,2.5Fin,1920,1970,Gable,CompShg,BrkTil,Y,SBrkr,Typ,2,2009,WD,Normal,197000
1032,14541,Pave,IR1,2Story,1993,1993,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Abnorml,310000
1033,8125,Pave,Reg,1Story,2002,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2006,WD,Normal,230000
1034,6305,Pave,Reg,1Story,1938,1950,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,WD,Normal,119750
1035,11500,Pave,IR1,1Story,1957,1957,Gable,CompShg,Slab,N,SBrkr,Typ,0,2009,WD,Normal,84000
1036,12898,Pave,IR1,1Story,2007,2008,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,315500
1037,9240,Pave,Reg,2Story,2001,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,287000
1038,1533,Pave,Reg,2Story,1970,2008,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2009,WD,Normal,97000
1039,1477,Pave,Reg,SFoyer,1970,1970,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2009,WD,Normal,80000
1040,13125,Pave,Reg,1Story,1957,2000,Gable,CompShg,CBlock,Y,SBrkr,Maj1,1,2006,WD,Normal,155000
1041,9130,Pave,Reg,2Story,1966,2000,Hip,CompShg,CBlock,Y,SBrkr,Typ,0,2008,WD,Normal,173000
1042,5381,Pave,IR1,1Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,196000
1043,11839,Pave,Reg,2Story,1990,1990,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2008,WD,Normal,262280
1044,9600,Pave,Reg,1Story,1981,1981,Hip,WdShngl,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,278000
1045,13680,Pave,IR1,1Story,1955,1955,Hip,CompShg,Slab,Y,FuseA,Min2,1,2009,WD,Normal,139600
1046,16056,Pave,IR1,2Story,2005,2006,Hip,CompShg,PConc,Y,SBrkr,Typ,1,2006,New,Partial,556581
1047,9245,Pave,IR2,1Story,1994,1995,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2008,WD,Normal,145000
1048,21750,Pave,Reg,1Story,1960,2006,Hip,CompShg,Slab,Y,SBrkr,Min1,1,2009,WD,Normal,115000
1049,11100,Pave,Reg,1Story,1946,2006,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2010,WD,Abnorml,84900
1050,8993,Pave,IR1,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2007,New,Partial,176485
1051,11175,Pave,IR1,1Story,2007,2007,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2007,New,Partial,200141
1052,9500,Pave,Reg,2Story,1964,1978,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,165000
1053,8562,Pave,Reg,1Story,1957,2002,Hip,CompShg,CBlock,Y,FuseA,Min2,1,2010,WD,Normal,144500
1054,11367,Pave,Reg,2Story,2002,2002,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,255000
1055,11361,Pave,Reg,1Story,1976,1976,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2008,COD,Abnorml,180000
1056,7052,Pave,IR1,1Story,2005,2005,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2006,WD,Normal,185850
1057,29959,Pave,IR2,2Story,1994,1994,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,248000
1058,11308,Pave,IR1,2Story,2008,2008,Gable,CompShg,PConc,Y,SBrkr,Typ,1,2009,WD,Normal,335000
1059,11275,Pave,IR1,1.5Fin,1932,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,1,2007,WD,Normal,220000
1060,4920,Pave,Reg,1Story,2001,2001,Gable,CompShg,PConc,Y,SBrkr,Typ,0,2010,WD,Normal,213500
1061,18000,Grvl,Reg,1Story,1935,1950,Gable,CompShg,CBlock,Y,SBrkr,Typ,0,2008,ConLD,Normal,81000
